id,lat,lng,code,name,address,subdistrict,district,province,postcode,products,lineOA,tel,distance,renovate,direction
04947,13.756032,100.485786,04947,ท่าเรือศิริราช,ถ.พรานนก แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@567ygzii,"02-866-3106-7,091-002-4947",874.772463563151,False,"https://www.google.com/maps/search/?api=1&query=13.756032,100.485786"
01633,13.745453,100.497767,01633,Booth บ้านหม้อ,ถ.พาหุรัด แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 14, 'code': 'FP', 'name': 'ฟู้ดเพลส', 'image': '/static/imgs/components/google-map/icons/fp.svg', 'logo': '/static/imgs/components/google-map/logos/fp.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@347bzvhe,"02-221-8443,091-002-1633",877.5784988854707,False,"https://www.google.com/maps/search/?api=1&query=13.745453,100.497767"
13168,13.75602835,100.48532253,13168,ท่าเรือศิริราช จุด 2,ถ.วังหลัง แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@185fksdn,091-001-3168,913.5787230509072,False,"https://www.google.com/maps/search/?api=1&query=13.75602835,100.48532253"
13758,13.74772739,100.48425144,13758,อรุณอัมรินทร์ 15,ถ.อรุณอมรินทร์ แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 14, 'code': 'FP', 'name': 'ฟู้ดเพลส', 'image': '/static/imgs/components/google-map/icons/fp.svg', 'logo': '/static/imgs/components/google-map/logos/fp.svg'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}, {'id': 3, 'code': 'XT', 'name': 'เอ็กซ์ต้า พลัส', 'image': '/static/imgs/components/google-map/icons/ic_7-11-01.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-01.png'}]",@732fanax,091-001-3758,913.6186645167277,False,"https://www.google.com/maps/search/?api=1&query=13.74772739,100.48425144"
10866,13.75678826,100.49801614,10866,ถนนราชดำเนินกลาง,ซ.ดำเนินกลางใต้ ถ.ดำเนินกลางใต้ แขวงบวรนิเวศ เขตพระนคร กรุงเทพมหานคร,บวรนิเวศ,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@669ycwrq,091-001-0866,915.6067825588426,False,"https://www.google.com/maps/search/?api=1&query=13.75678826,100.49801614"
15076,13.7536271,100.50014747,15076,ตรอกมหรรณพาราม,แขวงเสาชิงช้า เขตพระนคร กรุงเทพมหานคร,เสาชิงช้า,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@375qchpx,091-001-5076,928.2383283202563,False,"https://www.google.com/maps/search/?api=1&query=13.7536271,100.50014747"
00528,13.753394,100.483715,00528,อรุณอัมรินทร์ 18,ซ.สตรีวัดระฆัง ถ.อรุณอัมรินทร์ แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 5, 'code': 'SP', 'name': 'สเลอปี้', 'image': '/static/imgs/components/google-map/icons/ic_7-11-05.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-05.png'}, {'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@478ibywb,"02-866-1597,866-3262,091-002-0528",934.6368156747978,False,"https://www.google.com/maps/search/?api=1&query=13.753394,100.483715"
08706,13.74326384,100.49593327,08706,ปากคลองตลาด 4,ถ.อัษฏางค์ แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@396fkhwb,"080-906-8706,091-002-8706",960.4767487597795,False,"https://www.google.com/maps/search/?api=1&query=13.74326384,100.49593327"
00930,13.75592,100.484545,00930,ศิริราช-2,ถ.พรานนก แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@478gauyn,"02-866-3208,091-002-0930",974.5459399554622,False,"https://www.google.com/maps/search/?api=1&query=13.75592,100.484545"
08555,13.759165,100.495336,08555,ตรอกมะยม,ซ.ตรอกมะยม ถ.จักรพันธ์ แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร,ตลาดยอด,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 5, 'code': 'SP', 'name': 'สเลอปี้', 'image': '/static/imgs/components/google-map/icons/ic_7-11-05.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-05.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}, {'id': 3, 'code': 'XT', 'name': 'เอ็กซ์ต้า พลัส', 'image': '/static/imgs/components/google-map/icons/ic_7-11-01.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-01.png'}]",@161jgzea,"080-906-8555,091-002-8555",977.8772416751058,False,"https://www.google.com/maps/search/?api=1&query=13.759165,100.495336"
00225,13.74255,100.495131,00225,ปากคลองตลาด-2,ถ.จักรเพชร แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@363mqwxj,"02-224-0847,091-002-0225",999.7156835965628,False,"https://www.google.com/maps/search/?api=1&query=13.74255,100.495131"
04499,13.759484,100.496053,04499,ถนนข้าวสาร จุด 2,ถ.ข้าวสาร แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร,ตลาดยอด,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",,"02-282-1093,6,091-002-4499",1041.1516853253797,False,"https://www.google.com/maps/search/?api=1&query=13.759484,100.496053"
03235,13.75888127,100.48666203,03235,Booth หอพักแพทย์ ร.พ.ศิริราช,ถ.พรานนก แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,10700,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@007lcmzc,"02-418-3365,091-002-3235",1050.1648588687353,False,"https://www.google.com/maps/search/?api=1&query=13.75888127,100.48666203"
01355,13.75830143,100.49832545,01355,Booth ข้าวสาร,ถ.ข้าวสาร แขวงตลาดยอด เขตพระนคร กรุงเทพมหานคร,ตลาดยอด,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",,"02-629-2702-3,091-002-1355",1062.265729650215,False,"https://www.google.com/maps/search/?api=1&query=13.75830143,100.49832545"
08242,13.742734,100.487011,08242,ถนนวังเดิม,ถ.อรุณอัมรินทร์ แขวงวัดอรุณ เขตบางกอกใหญ่ กรุงเทพมหานคร,วัดอรุณ,บางกอกใหญ่,กรุงเทพมหานคร,10600,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 14, 'code': 'FP', 'name': 'ฟู้ดเพลส', 'image': '/static/imgs/components/google-map/icons/fp.svg', 'logo': '/static/imgs/components/google-map/logos/fp.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@839jgfaz,"080-906-8242,091-002-8242",1066.637564327561,False,"https://www.google.com/maps/search/?api=1&query=13.742734,100.487011"
00117,13.754661,100.501247,00117,ถนนดินสอ,ถ.ดินสอ แขวงเสาชิงช้า เขตพระนคร กรุงเทพมหานคร,เสาชิงช้า,พระนคร,กรุงเทพมหานคร,10200,"[{'id': 13, 'code': 'VF', 'name': 'ผักและผลไม้สด', 'image': '/static/imgs/components/google-map/icons/vf.svg', 'logo': '/static/imgs/components/google-map/logos/vf.svg'}, {'id': 6, 'code': 'AC', 'name': 'ออลล์คาเฟ่', 'image': '/static/imgs/components/google-map/icons/ic_7-11-06.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-06.png'}, {'id': 4, 'code': 'GP', 'name': 'กัฟ', 'image': '/static/imgs/components/google-map/icons/ic_7-11-04.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-04.png'}, {'id': 2, 'code': 'KS', 'name': 'คัดสรร', 'image': '/static/imgs/components/google-map/icons/ic_7-11-03.png', 'logo': '/static/imgs/components/google-map/logos/ic_7-11-03.png'}]",@684scdji,"02-622-1424,223-5171,091-002-0117",1079.7198999823545,False,"https://www.google.com/maps/search/?api=1&query=13.754661,100.501247"
